Coin,Description,Rang,Prix,Prix - Devise,Capitalisation,Capitalisation boursière - Devise,Changement de prix % 24 heures,Performance % 1 semaine,Performance % 1 mois,Performance % 3 mois,Performance % 6 mois,Performance % Année écoulée,Performance % 1 année,Performance % 5 années,Performance % 10 années,Performance % Tout l'historique,Volatilité 1 jour,Catégorie,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile exponentielle (34) 4 heures,Moyenne mobile exponentielle (200) 4 heures,persum,persum_long,mrat2,mratlong,diff,difflong
LINK,Chainlink,11,25.169,USD,17067098156,USD,-2.197075751,12.03650122,27.96929022,61.95225532,41.81316205,26.00881145,124.5227475,81.8393989,15983.04472,15983.04472,2.846191486,"Oracles, Gestion des données & IA, Interopérabilité, Web3, Made in America, Actifs réels, Portefeuille financier World Liberty",21.49766667,15.753635,24.6423877,20.60426361,131.7347076,254.2969764,1.195984878,1.364616272,1.221543292,1.597663016
XLM,Stellar,13,0.39392,USD,12342931024,USD,-1.787361336,-7.000023609,-16.63598078,38.10124807,17.8483815,18.6291634,299.839301,295.9980393,20039.26523,13137.93809,1.840333111,"Crypto-monnaies, Plateformes de smart contracts, Niveau 1, Made in America, Actifs réels, Tokens d'échange",0.418552381,0.30925225,0.405927014,0.409709016,39.31364879,374.418094,0.990769055,1.353433584,0.961462855,1.273782163
BONK,Bonk,54,0.000021552,USD,1740070433,USD,-1.80393586,-9.5290068,-41.80168503,2.61879821,33.572978,-29.4002031,16.10567599,1951.985147,1951.985147,1951.985147,2.425469788,"Memes, Made in America, Mèmes animaliers",2.45782E-05,1.82351E-05,2.24313E-05,2.53169E-05,-5.609908821,22.8972491,0.886018423,1.347854111,0.851288628,1.181899531
SNEK,Snek,150,0.0046432,USD,346384847.6,USD,0.109842774,-10.09391035,14.67522845,47.42657565,4.245526593,-21.16674307,524.8418786,2943.276028,2943.276028,2943.276028,4.445390007,Memes,0.004404552,0.003316168,0.004783206,0.004165967,66.34733069,555.3472378,1.148162197,1.328205641,1.114555099,1.400170528
EUL,Euler,291,10.11,USD,199254243.8,USD,-0.029664788,-13.08459422,-12.30809264,10.18593195,76.06798906,97.70420635,81.53089257,1300.277008,1300.277008,1300.277008,2.08354303,"Prêts & Emprunts, DeFi",11.17428571,8.428758,10.37335026,11.39218781,73.94582838,265.4890199,0.910566998,1.325733366,0.887450257,1.199464975
BIO,Bio Protocol,154,0.18895,USD,315842344.1,USD,28.33025767,85.29959792,176.081239,118.5201462,37.01957941,-80.11638173,-82.65247392,-82.65247392,-82.65247392,-82.65247392,22.23856882,DAO,0.10823781,0.08182962,0.140519339,0.098037685,331.6209646,-7.229130061,1.433319629,1.322721644,1.927320088,2.309066081
FLUID,Fluid,273,6.7245,USD,265192781.8,USD,-1.662718259,-9.576828432,14.86232577,58.23469892,-7.364549324,25.49689267,500.2410069,522.6388889,522.6388889,522.6388889,1.925143402,"DeFi, DAO",6.567033333,4.9702985,6.790756173,6.226152978,65.73247537,576.6080491,1.090682513,1.32125532,1.080040922,1.352936851
TOSHI,Toshi,162,0.00070987,USD,298629843.3,USD,-4.08094344,-4.538608429,0.474155013,4.9777436,9.331875308,464.6885689,470.0786724,12801.05081,12801.05081,12801.05081,3.696857671,"Memes, Mèmes animaliers",0.000684976,0.000524493,0.000696926,0.00066099,14.78377392,949.0768603,1.054367131,1.305977381,1.073949396,1.353439983
SEI,Sei,52,0.29378,USD,1764638533,USD,-2.096107705,-9.963529376,-16.60374145,29.48124642,5.267306865,-25.80188918,4.900351094,58.02823282,58.02823282,58.02823282,1.945901187,"Outils de développement, Niveau 1, Made in America, Portefeuille financier World Liberty",0.310970476,0.23886495,0.309114124,0.312629322,18.14481184,13.8470152,0.988756018,1.301867336,0.939707119,1.229899992
MORPHO,Morpho,92,2.4264,USD,795565407.2,USD,2.574961884,18.76070677,19.28617079,58.76464045,8.273092369,-30.13331798,142.463002,142.463002,142.463002,142.463002,5.928785929,"Prêts & Emprunts, DeFi",2.034371429,1.57725745,2.170333243,1.96914175,86.32390361,179.3674169,1.102172174,1.289815704,1.232211952,1.538366485
STRX,Staked TRX,285,0.43741,USD,212652818.4,USD,2.081631701,2.820808162,14.86607143,35.34144002,59.06975053,50.87385144,155.9468991,528.5156521,528.5156521,528.5156521,3.221923896,Actifs réhypothéqués,0.417138571,0.3239906,0.430149514,0.406826925,109.277262,301.2319411,1.057328037,1.28750208,1.075174658,1.350070033
TRX,TRON,8,0.35768,USD,33862038165,USD,0.692567568,-0.025155826,13.21136925,33.07042673,49.51927096,40.68043265,132.5617685,1374.421864,17337.25746,17337.25746,1.168118565,"Plateformes de smart contracts, Paiements, Niveau 1, Portefeuille financier World Liberty",0.344700476,0.26935975,0.351914195,0.33534288,95.80106694,255.8318989,1.049416034,1.279702985,1.066609794,1.32788956
ZIK,Zik coin,224,0.00019597,USD,1959700000,USD,0.286576941,-1.438414726,-3.534334236,23.71217938,36.28085577,13.40326564,85.14101082,460.0991184,460.0991184,460.0991184,2.540645094,,0.000192506,0.000150547,0.000194696,0.000189628,56.45870091,158.5373116,1.026727205,1.278706341,1.033445357,1.301717628
FLR,FLARE,56,0.022917,USD,1648283656,USD,-1.478488847,0.35030871,-3.75052499,23.82882153,14.29355144,-11.99308756,48.81168831,-84.722,-84.722,-84.722,1.173162265,"Outils de développement, Interopérabilité, Niveau 1",0.023362714,0.01840629,0.023448588,0.022634692,34.37184798,74.94097372,1.035957907,1.269278833,1.012472378,1.245063508
WBT,WhiteBIT Coin,217,42.754,USD,3702826204,USD,-0.604454364,-5.45961126,-4.564834036,34.9685892,55.93405792,74.15071283,299.6821539,2130.255608,2130.255608,2130.255608,0.843225928,"Échange centralisé, Produits dérivés",43.86966667,34.60175,43.41305576,43.95059877,86.33781308,464.7355138,0.987769381,1.267845316,0.972774005,1.235602246
FLOKI,FLOKI,77,0.00010014,USD,955351489.8,USD,-1.291021977,-4.364435106,-33.74793252,-0.871114631,2.195144353,-43.37254015,-21.47021805,2670.230156,2670.230156,2670.230156,2.352702566,"Memes, Gaming, Metaverse, Mèmes animaliers",0.000108403,8.63971E-05,0.000102529,0.00010878,-32.4239028,-63.51872847,0.942542587,1.254710687,0.920577329,1.159067017
ENS,Ethereum Name Service,83,24.805,USD,911168492.7,USD,-0.680653427,-6.533780474,-13.92532445,12.21443112,-8.630470016,-24.71013173,28.11760141,-26.31527302,-26.31527302,-26.31527302,2.456038966,"Identité, Web3, DAO",26.73290476,21.36518,25.31092012,26.24827305,-10.34136334,6.991430784,0.964288968,1.251237048,0.945014552,1.161001218
HBAR,Hedera,17,0.23748,USD,10067472398,USD,-0.293772033,-4.522976722,-13.76280049,24.64833088,9.791955617,-11.55966036,333.8960754,386.8816876,-34.56163543,-34.56163543,1.761795069,"Plateformes de smart contracts, Solutions d'entreprise, DeFi, Niveau 1, Made in America, Actifs réels",0.248878095,0.19950725,0.241024966,0.243527825,20.67748601,356.7767016,0.989722493,1.247463915,0.975165773,1.190332682
XRP,XRP,3,2.8662,USD,1.70305E+11,USD,-1.406223139,-6.930243127,-19.28155176,24.8128156,11.43412359,37.85940956,377.7870355,926.8605401,36262.99071,48696.0176,2.182462356,"Crypto-monnaies, Solutions d'entreprise, Niveau 1, Made in America",3.065909524,2.4584585,2.962685865,3.023043581,16.96538743,451.8933842,0.980034123,1.247086141,0.948117327,1.165852505
AAVE,Aave,30,304.16,USD,4627536234,USD,0.665298557,-2.734162643,-2.095471079,18.70585021,23.1516722,-1.285213553,117.0217103,460.5146536,10052.61751,10052.61751,3.204505078,"Prêts & Emprunts, DeFi, DAO, Made in America, Portefeuille financier World Liberty",291.2233333,233.66655,296.1035461,292.1665249,39.76205133,157.5940191,1.013475264,1.246320166,1.041050134,1.301683959
HTX,HTX,219,2.4097E-06,USD,2409675903,USD,0.836925137,-1.737144721,27.26840604,25.21174331,29.95200345,-0.585832749,75.53175991,731.2176613,731.2176613,731.2176613,1.738947368,"Échange centralisé, Tokens d'échange",2.28732E-06,1.84804E-06,2.35806E-06,2.19508E-06,82.4321528,130.1096739,1.074248974,1.237704888,1.097773315,1.303924463
SUN,Sun (New),126,0.024069,USD,461096531.5,USD,0.846250524,-1.927308288,26.67894737,25.08574992,29.33369156,-0.635759402,49.93879477,2066.231662,2066.231662,2066.231662,1.833972764,"Paiements, DeFi",0.022867952,0.018476535,0.023562547,0.021948055,81.09838885,103.7224769,1.073559681,1.237675375,1.096634757,1.302679317
BNB,BNB,5,851.3,USD,1.18575E+11,USD,-1.260713747,1.257240731,8.155149852,29.55804468,27.40769565,21.4356019,49.31944152,3753.623296,735283.423,735283.423,1.805591972,"Plateformes de smart contracts, Échange centralisé, Niveau 1, Tokens d'échange",811.9119048,660.20465,843.2609475,795.9790147,65.12089018,127.7207837,1.059400979,1.229788225,1.069500557,1.289448658
LEMX,LEMON,248,60.834,USD,543808083.6,USD,-2.06072705,10.33444573,21.29925028,33.66878337,-4.003408499,7.724181895,21.67530052,21.67530052,21.67530052,21.67530052,2.095571249,"Web3, Actifs réels",59.12590476,48.30711,60.90498948,55.70630666,50.96462515,59.06485729,1.093323057,1.223958642,1.092048704,1.259317728
LDO,Lido DAO,74,1.3081,USD,1171717999,USD,2.138953942,-5.661329872,7.274069214,52.21615835,-22.49214908,-24.90815155,17.93149935,-29.14460536,-29.14460536,-29.14460536,3.235479798,"Produits dérivés, DeFi, DAO",1.241855714,1.0169998,1.315890115,1.185981048,36.99807848,22.74735707,1.10953722,1.221097304,1.102968721,1.286234275
LTC,Litecoin,20,116.52,USD,8880419827,USD,0.413614821,-3.972309214,-2.640374332,22.29219144,-7.406230134,13.06035319,81.24125058,97.1768946,3200.840508,2609.874576,2.162682777,"Crypto-monnaies, Niveau 1, Made in America",119.4966667,98.13367,116.8173081,114.5602929,12.24558697,109.1875651,1.019701549,1.217692833,1.017106338,1.187360057
FXS,Frax (prev. FXS),180,2.7409,USD,244495150.3,USD,-0.533401067,-1.349697668,-27.17151588,-8.822061808,45.00581949,-21.82927873,22.27820413,-29.37178474,-29.37178474,-29.37178474,2.099406528,"Stablecoins algorithmiques, Seigniorage, Échange décentralisé, DeFi, Made in America",2.874547619,2.365857,2.765695976,2.890079437,9.012241806,36.63268308,0.956961923,1.215013257,0.948382237,1.158523106
WIF,dogwifhat,89,0.84584,USD,844858907.3,USD,-2.687528762,-7.920748966,-33.52404904,-24.1467133,20.25705187,-54.51250336,-45.83392409,363.3128159,363.3128159,363.3128159,3.491683619,"Memes, Mèmes animaliers",0.91359619,0.75584345,0.867516245,0.938034281,-37.41371048,-104.2360889,0.924823604,1.208710865,0.901715446,1.119067712
ARB,Arbitrum,41,0.50541,USD,2676540198,USD,-0.154174573,-2.20583967,4.809008336,29.2774012,6.082740382,-29.88110268,-8.569022437,-62.66886952,-62.66886952,-62.66886952,3.68094402,"Scaling, Web3, DAO",0.46349619,0.38413235,0.499325927,0.45474654,40.16914992,-3.089983533,1.098031285,1.206605459,1.111410326,1.315718398
DCR,Decred,165,16.702,USD,283505698.2,USD,-1.095582139,-2.356036247,-4.815638001,12.33521657,19.20633788,9.896038952,48.32773841,-5.760838477,1651.813487,1651.813487,2.520344953,"Crypto-monnaies, DAO, Niveau 1",17.08490476,14.169355,16.95601668,16.88265622,26.72591645,89.76533181,1.004345315,1.205764466,0.989299301,1.178741022
XTZ,Tezos,88,0.80256,USD,847167759.1,USD,-4.726335665,-3.842421193,-17.08491317,30.10618465,-10.18599342,-37.5391081,15.68820811,-76.28083562,-51.55875589,-51.55875589,2.144632711,"Plateformes de smart contracts, Niveau 1, Made in America",0.820056667,0.68143005,0.817613458,0.8057756,2.835278063,-1.930708761,1.014691258,1.203434845,0.99600931,1.177758451
CAKE,PancakeSwap,82,2.6376,USD,908407233.7,USD,-0.812304915,-2.883022203,-4.368949639,14.35508346,4.384992876,5.331256739,43.10748795,91.52225601,91.52225601,91.52225601,2.212762694,"Vie privée, Échange décentralisé, DeFi, Tokens d'échange",2.709033333,2.270522,2.663761667,2.681200792,14.3711267,67.17882102,0.993495778,1.193132387,0.983738334,1.161671193
ETHFI,ether.fi,112,1.1028,USD,513909253.1,USD,-0.045326806,-6.692613588,-14.97301465,-10.19543974,-5.743589744,-49.24754936,-24.09225717,-3.987462998,-3.987462998,-3.987462998,3.67515744,DeFi,1.127161905,0.9497087,1.114301823,1.138784795,-30.91204413,-89.27883602,0.978500791,1.186850141,0.968400706,1.161198165
INJ,Injective,65,13.605,USD,1360104576,USD,-1.541914,-10.09119746,-10.71076984,5.285559511,-10.97369454,-30.55484661,-30.83687626,1197.738486,1197.738486,1197.738486,3.420752566,"Plateformes de smart contracts, Gestion des données & IA, Interopérabilité, DeFi, Web3, Niveau 1, Made in America, Actifs réels",14.01338095,11.858657,13.92971958,13.86568982,-16.39890487,-67.0798579,1.004617856,1.181700504,0.981198929,1.147263134
JLP,Jupiter Perps LP,225,5.1911,USD,1853487475,USD,-0.662099583,-2.259418953,-1.308009658,12.60032103,22.35080607,24.47487052,65.22168115,60.77490089,60.77490089,60.77490089,1.021520022,"Échange décentralisé, DeFi",5.125495238,4.359426,5.19317348,5.068887209,33.64311744,124.6476788,1.024519439,1.175727088,1.024110379,1.190776033
HASUI,Haedal Staked SUI,292,3.6599,USD,199124218.7,USD,-1.892507707,-8.06119373,-13.73450243,-3.064413603,2.003901895,-14.8781282,315.6615559,191.695226,191.695226,191.695226,1.462482342,"Produits dérivés, Actifs réhypothéqués",3.872385714,3.2976175,3.769918461,3.870213072,-14.79501414,299.722916,0.974085507,1.174298024,0.945658529,1.109861893
XDC,XDC Network,61,0.083695,USD,1484638049,USD,-0.264547112,-2.349811572,-12.38419262,20.19272195,-3.77119862,19.08623952,225.8988649,4.61875,4.61875,4.61875,3.412486627,"Plateformes de smart contracts, Solutions d'entreprise, Niveau 1, Actifs réels",0.087963762,0.07505442,0.083414535,0.085917122,4.037330706,261.4066277,0.970872082,1.171999756,0.974136449,1.115124199
BORG,Swissborg,275,0.25896,USD,254454728.8,USD,1.820684231,1.988893702,-10.85714286,16.60662824,2.26680357,-23.02707844,65.21228688,118.439477,181.9379423,181.9379423,1.704366949,Asset Management,0.257209048,0.21958285,0.260668007,0.252568465,8.016288955,61.05864025,1.032068699,1.17135308,1.025306147,1.179327074
INF,SANCTUM INFINITY,277,248.63,USD,242017982.9,USD,-1.595028893,-4.222042452,-9.795740667,8.020159013,11.97531976,3.712509907,41.89590229,19.63718603,19.63718603,19.63718603,2.031019202,Actifs réhypothéqués,242.5228571,207.15835,248.5708752,241.2623067,10.19973811,65.60389098,1.030293039,1.170712439,1.030538103,1.200192992
BSOL,BlazeStake Staked SOL,282,228.06,USD,221733040.9,USD,-1.613459879,-4.309151177,-8.380202475,8.822827695,12.57219014,2.789922026,39.78547349,281.8181818,281.8181818,281.8181818,2.040177173,"Produits dérivés, Actifs réhypothéqués",220.1285714,188.05525,228.0878645,219.8289071,13.01481536,63.97041335,1.037569933,1.170552651,1.037443178,1.212728706
ETC,Ethereum Classic,35,21.259,USD,3257103629,USD,-1.047339757,-4.195583596,-12.3484786,14.96322734,3.900102634,-14.9980008,9.082493605,220.6002111,2725.698317,2725.698317,2.231500144,"Plateformes de smart contracts, Niveau 1",21.7287619,18.569215,21.46653568,21.41906762,6.514851374,12.94782278,1.002216159,1.170149729,0.992526863,1.144851842
GOMINING,Gomining,286,0.50853,USD,207114774.8,USD,0.486098761,0.2780407,11.46840271,21.63752482,8.918588961,1.612516485,49.1754035,8.046147962,8.046147962,8.046147962,1.356789927,"Gaming, NFTs & Collectibles",0.508222857,0.4344669,0.51034928,0.493223494,42.02451649,81.34403376,1.034722162,1.169761971,1.031033611,1.170468913
SUI,Sui,14,3.4529,USD,12126324036,USD,-1.83337597,-8.079544244,-13.90779664,-3.625655912,0.959036285,-16.09195402,306.476396,118.8349295,118.8349295,118.8349295,1.973839265,"Plateformes de smart contracts, Outils de développement, Scaling, Niveau 1, Made in America, Portefeuille financier World Liberty",3.651571429,3.128483,3.555722588,3.652171132,-16.57441627,287.7178223,0.97359145,1.167201941,0.945437625,1.103697863
JITOSOL,Jito Staked SOL,218,225.45,USD,2782497134,USD,-1.58917267,-4.291900153,-9.956865564,7.664756447,10.90068375,2.323787047,39.48524408,998.6842105,998.6842105,998.6842105,2.207815758,"Produits dérivés, Actifs réhypothéqués",219.882381,188.7026,225.3615353,218.8265824,8.608574635,60.37447132,1.029863615,1.165232387,1.030267884,1.194737115
MSOL,Marinade Staked SOL,237,242.44,USD,852746576.4,USD,-1.334961335,-4.189061018,-10.11085981,7.760689839,10.94128953,2.502959581,39.58391495,15.62932227,15.62932227,15.62932227,2.234872444,"Produits dérivés, DeFi, Actifs réhypothéqués",236.3542857,202.85365,242.2973372,235.3040054,8.591119552,60.78885389,1.029720411,1.165146822,1.030326703,1.195147339
MLNK,Malinka,272,0.010097,USD,264972322.3,USD,0.912479886,27.53407182,49.76046039,36.26548625,84.44367316,381.5892397,527.4156466,-49.54022989,-49.54022989,-49.54022989,1.503006012,Paiements,0.0081431,0.007001024,0.008872998,0.007749456,170.4696198,1029.714046,1.144983457,1.163129768,1.302930228,1.442217493
BNSOL,Binance Staked SOL,223,196.87,USD,1958118483,USD,-1.56062425,-4.162204264,-10.00228571,7.373875102,10.45839645,1.725830621,32.88558893,32.88558893,32.88558893,32.88558893,2.285951787,Actifs réhypothéqués,191.8628571,165.0589,196.6965057,191.0059546,7.829985842,52.44369111,1.029792532,1.162390257,1.030700851,1.192725748
1INCH,1inch Network,151,0.249,USD,347553408,USD,-2.540216838,-1.945341419,-20.2434337,10.83908302,-6.559591714,-34.94108118,-6.07721886,-84.47033921,-84.47033921,-84.47033921,2.467373573,"Échange décentralisé, Paiements, DeFi, Tokens d'échange",0.262427143,0.22602275,0.252594149,0.261816979,-15.96394239,-36.73880874,0.96477375,1.161065171,0.951046034,1.101659014
TURBO,Turbo,166,0.0041045,USD,283210500,USD,-2.196964281,-6.142095996,-27.54122092,-18.92986233,7.501113119,-54.77334332,-1.057762307,540.9032527,540.9032527,540.9032527,2.503411487,"Memes, Gestion des données & IA, NFTs & Collectibles, Web3",0.004459029,0.003848718,0.004223469,0.004541264,-38.96997013,-67.25985484,0.930020544,1.15857518,0.90382325,1.066459152
LBTC,Lombard Staked BTC,231,113207.72,USD,1452115796,USD,-0.630174042,-4.346027462,-5.518566297,5.632950157,17.3351481,9.209828936,9.209828936,9.209828936,9.209828936,9.209828936,0.922285979,Actifs réhypothéqués,116303.1571,100491.2647,114749.8959,115978.7964,17.44953196,41.38775613,0.989404093,1.15734594,0.976107043,1.126542893
RAY,Raydium,87,3.2644,USD,875129959.2,USD,-1.463841603,-13.87943543,-4.841859787,4.124270358,-24.08548638,-33.02146169,94.35025407,-50.52869959,-50.52869959,-50.52869959,3.026299232,"Échange décentralisé, DeFi, Tokens d'échange",3.160271429,2.730663,3.329322531,3.112607203,-24.80307581,41.36757635,1.069625017,1.157327517,1.04876709,1.19546059
QNT,Quant,66,106.56,USD,1286470961,USD,-0.828523552,-3.329402159,-21.06081932,13.32673962,10.71743987,0.282326369,65.58923054,939.6313246,36920.05253,36920.05253,1.461100569,"Interopérabilité, Actifs réels",110.0561905,95.0974,106.9734051,111.4568192,2.98336017,89.9157364,0.95977443,1.157299679,0.956065325,1.120535367
WBTC,Wrapped Bitcoin,205,113212.49,USD,14401185694,USD,-0.620615801,-4.264608797,-5.557022375,5.608813818,17.46357915,21.3837269,85.35875301,891.45769,3139.939868,3139.939868,1.014001857,"Vie privée, Wrapped Tokens, Crypto-monnaies, Actifs réhypothéqués, Portefeuille financier World Liberty",116275.3071,100511.4129,114727.0683,115960.5148,17.5153706,129.8148729,0.98936322,1.156836859,0.976302065,1.126364527
TBTC,tBTC,239,112922.83,USD,723642681.3,USD,-0.657433998,-4.448491564,-5.701563785,5.344563337,17.11284658,21.0672672,85.24268612,322.5094381,322.5094381,322.5094381,0.954716854,Actifs réhypothéqués,116144.7729,100410.2314,114520.0839,115835.7131,16.75584613,128.7673632,0.988642283,1.156702572,0.974853324,1.124614778
CBBTC,Coinbase Wrapped BTC,214,113149.02,USD,5369891570,USD,-0.647591779,-4.431785242,-5.698383899,5.469186279,17.17412702,21.07112763,88.14348247,88.14348247,88.14348247,88.14348247,0.963462284,"Wrapped Tokens, Actifs réhypothéqués",116325.1929,100598.2393,114718.8412,116017.7926,16.9449294,131.8579234,0.988803861,1.156334282,0.975272995,1.124761435
BTC,Bitcoin,1,113118.94,USD,2.25217E+12,USD,-0.688002475,-4.408764527,-5.74117611,5.376624354,17.22825941,21.10843953,84.96020097,881.0070333,49491.81938,14807694423,1.058021228,"Crypto-monnaies, Niveau 1",116322.1005,100599.1434,114726.3744,116019.536,16.86370765,128.6735243,0.988853932,1.156293151,0.974999072,1.124452319
ADA,Cardano,10,0.85955,USD,30684404707,USD,-1.825096794,-7.182040041,-4.89178543,14.98996656,11.19375954,1.89312217,133.003524,598.202406,3865.098095,3865.098095,2.662623774,"Plateformes de smart contracts, Niveau 1, Made in America",0.831658571,0.7201762,0.882091586,0.821171296,21.29194067,161.0803723,1.074187067,1.154798744,1.046736538,1.193527362
SKY,Sky,63,0.068307,USD,1453216014,USD,-2.792962077,-10.91359635,-21.35060449,0.351119469,8.370484365,10.10687171,-21.34698201,172.9659527,138.0200711,138.0200711,2.62603315,"Crypto-monnaies, Prêts & Emprunts, DeFi, DAO, Actifs réels",0.077802762,0.06741554,0.071181961,0.078964314,-12.62900066,-2.518506475,0.901444676,1.15407756,0.865036321,1.013223361
MKR,Maker,232,1641.12,USD,1390398581,USD,-2.701933172,-11.02050554,-21.12464855,0.394575052,8.57486884,10.2073708,-19.35179349,171.7045607,7326.319195,7326.319195,2.89362977,"Prêts & Emprunts, DeFi, DAO, Made in America, Actifs réels",1866.593333,1617.4105,1708.155352,1894.728505,-12.15520466,-0.1749788,0.901530403,1.154062827,0.866150478,1.014658925
ALGO,Algorand,46,0.24832,USD,2165293935,USD,-1.713969046,-2.21312121,-16.34268773,10.87694231,-6.639596962,-25.63488261,84.4617975,-53.27420842,-92.42619164,-92.42619164,2.305334151,"Plateformes de smart contracts, Niveau 1, Made in America, Actifs réels",0.254895238,0.2220038,0.251783012,0.253049012,-12.10534238,63.06426024,0.994997017,1.148157095,0.981311875,1.118539412
SOL,Solana,6,184.06,USD,99449717647,USD,-1.572108443,-4.40427963,-10.56365403,5.751220914,7.024072567,-2.603450101,28.91161227,6171.048672,85650.40362,85650.40362,2.322609324,"Plateformes de smart contracts, Niveau 1, Made in America",179.812381,157.0192,184.0962899,179.2047731,2.211639447,39.08345565,1.027295683,1.145161744,1.027093178,1.172213334
SUSHI,SushiSwap,198,0.77298,USD,213459162.5,USD,-1.854719951,-7.697267864,-22.72827239,7.049080434,-14.49052513,-43.0165868,25.28734578,-77.54190558,-77.54190558,-77.54190558,2.886802433,"Échange décentralisé, Gaming, DeFi, DAO, Tokens d'échange",0.814754762,0.71667945,0.789037443,0.811179913,-30.16971708,-25.17068572,0.972703379,1.136846831,0.952908211,1.078557506
KLAY,Klaytn,247,0.14566,USD,554043852.8,USD,-1.213970838,-6.837224177,-19.14515681,25.93809441,7.872324669,-27.3661115,-13.24528737,-77.2890614,58.40079359,58.40079359,1.791791097,"Plateformes de smart contracts, Gaming, Metaverse",0.14887619,0.13209323,0.148665161,0.152715795,14.66526227,-6.800979781,0.973475997,1.127053903,0.953797871,1.102706021
KAIA,Kaia,86,0.14557,USD,887919291.7,USD,-1.254662597,-6.92455243,-19.20408503,25.9364997,7.78172664,-27.49775874,15.14269167,15.14269167,15.14269167,15.14269167,1.567376378,"Solutions d'entreprise, Niveau 1",0.148864762,0.13211315,0.148666361,0.152719107,14.51414131,21.36315927,0.973462743,1.12679746,0.953187865,1.101858521
BRETT,Brett (Based),115,0.049876,USD,494282950.4,USD,-2.291466735,-10.41419693,-24.7654388,-23.22871612,-2.756872685,-57.40006833,-44.26016987,77.93792365,77.93792365,77.93792365,3.194319391,Memes,0.054631095,0.04848366,0.051768342,0.054406861,-50.75102761,-127.645827,0.951503927,1.12679396,0.916722617,1.028717716
SKL,SKALE,295,0.032907,USD,195512092.3,USD,10.07495148,-33.48762001,38.07905337,37.9690579,-11.24447082,-30.68270385,-6.811138146,-17.75378121,-17.75378121,-17.75378121,6.942215088,"Gaming, Computing dématérialisé & stockage, Scaling, Niveau 1, DePIN, Made in America",0.027900857,0.024894345,0.032715581,0.026951365,64.80364046,-10.76925491,1.213874709,1.120770888,1.22097711,1.321866472
SEED,SEED NFT Marketplace,264,1.1871,USD,327186074.2,USD,2.637039599,8.66898572,14.00172861,24.26462891,-6.21000237,6.34238108,19.09109149,7.986900755,7.986900755,7.986900755,4.890604891,"NFTs & Collectibles, Social, médias et contenu",1.150790476,1.027579122,1.143371357,1.107031675,32.05635515,43.48809912,1.032826235,1.119904494,1.07232704,1.155239509
DOGE,Dogecoin,9,0.21826,USD,32874318228,USD,-1.480678945,-2.523335269,-19.47016935,-3.11182137,-11.43123808,-30.805567,105.5953278,6338.348083,158346.461,38960.09521,2.125675928,"Memes, Crypto-monnaies, Niveau 1, Made in America, Mèmes animaliers",0.22096619,0.1994282,0.22055103,0.22028832,-34.0132288,60.24670135,1.001192575,1.107998721,0.990792431,1.094428972
PEPE,Pepe,31,0.000010462,USD,4401257730,USD,-1.181139563,-5.33840029,-26.16796048,-24.2103738,8.713046189,-47.4588188,32.10713533,3342.69308,3342.69308,3342.69308,2.08515178,Memes,1.10297E-05,9.98669E-06,1.06516E-05,1.12945E-05,-41.6652881,-30.84901109,0.943078741,1.104441551,0.926288629,1.047594453
RSR,Reserve Rights,119,0.0081577,USD,484248255.5,USD,-0.834214975,-10.76679064,-16.99869765,-5.400422107,-6.212851082,-38.08667274,41.33310187,-63.43775902,125.7531051,125.7531051,2.94851126,"Crypto-monnaies, Made in America, Actifs réels",0.008491781,0.007762112,0.008456191,0.008486246,-28.61197084,-8.366844058,0.996458392,1.09400392,0.961284858,1.050963964
VELO,Velo,174,0.014833,USD,260524974.4,USD,-4.142432467,-12.35005614,-22.86130324,22.37439155,-21.64289488,-40.00808898,20.46715234,-96.08045176,-96.08045176,-96.08045176,4.302504547,"NFTs & Collectibles, Prêts & Emprunts",0.015847429,0.014492228,0.015405585,0.015899204,-22.12980656,-18.80943997,0.968953248,1.093512269,0.932939809,1.023514156
TRAC,OriginTrail,289,0.4092,USD,204599180.6,USD,0.176284798,-9.076769248,-19.80087412,-14.15084444,-15.62886598,-50.6131119,-22.40862146,90.46915971,188.7791108,188.7791108,2.7475,"Vie privée, Computing dématérialisé & stockage, Gestion des données & IA, Interopérabilité, Solutions d'entreprise, Marketplace, Web3, DePIN, Actifs réels",0.443638571,0.4062917,0.421258321,0.438551934,-49.58058453,-102.8014438,0.960566555,1.091921325,0.93307079,1.007158158
AVAX,Avalanche,18,23.105,USD,9756670471,USD,-1.260468296,-2.386987748,-10.75704905,0.10398163,-10.52203547,-35.19479427,-1.806204845,125.7664624,400.0842535,400.0842535,2.349777366,"Plateformes de smart contracts, Niveau 1, Made in America, Actifs réels, Portefeuille financier World Liberty",23.329,21.44881,23.37867396,23.19043275,-21.1751029,-47.41905296,1.008117193,1.087659409,0.996316035,1.077215939
NEXO,Nexo,90,1.2827,USD,828811268.4,USD,0.952305997,-4.639060293,-4.724058531,2.722831745,-4.082853511,-1.102544333,24.55816663,873.5360907,572.8141539,572.8141539,1.883253888,"Prêts & Emprunts, Paiements",1.324528571,1.21981665,1.299048249,1.314005454,-6.084080297,22.09560054,0.98861709,1.085842345,0.976175553,1.051551477
