Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perf_sum,perf_norm,MRAT,Diff,score
FE,FirstEnergy Corp.,43.91,USD,NYSE,0.27,25353229721,USD,19.38,3.93,58.12,1.22,2.4,3.58,6.16,43.21,40.91,41.57,0.46,0.12,0.57,10.33,5.88,7.2,1.01,1.06,1.07,2.06
XYZ,"Block, Inc.",79.12,USD,NYSE,0.01,48233491915,USD,16.93,0,-49.31,22.58,19.49,31.77,-0.79,76.16,72.27,72.02,2.71,1.4,2.73,14.27,8.66,73.83,1.07,1.05,1.09,2.13
WBS,Webster Financial Corporation,61.14,USD,NYSE,-0.55,10160773643,USD,12.42,2.6,112.66,34.2,9.1,17.49,2.14,57.78,54.99,57.27,1.02,1.54,1.36,9.34,3.01,60.78,1.06,1.05,1.11,2.11
GRAB,Grab Holdings Limited,5,USD,NASDAQ,-2.44,20400380455,USD,188.87,0,-57.91,54.95,5.26,0.3,-6.62,5.03,4.81,4.99,1.48,1.8,0.16,1.77,0.92,60.51,1.06,1.05,1.04,2.11
EWBC,"East West Bancorp, Inc.",104.86,USD,NASDAQ,-0.33,14451300444,USD,12.25,2.19,175.79,28.53,11.55,16.08,1.4,101.23,96.44,102.3,0.96,1.27,2.31,15.47,3.72,56.16,1.06,1.05,1.09,2.11
BKR,Baker Hughes Company,44.72,USD,NASDAQ,-0.09,44088513952,USD,14.63,1.97,187.96,27.84,0.68,21.03,-2.36,43.78,41.58,41.46,0.92,1.05,1.01,18.32,13.98,49.55,1.05,1.05,1.08,2.1
THYAO,TURK HAVA YOLLARI,338.75,TRY,BIST,0.37,11182657500,USD,4.61,1.02,2905.77,14.93,10.79,20.77,14.35,314.39,299.21,294.88,1.19,0.96,6.69,15.43,5.77,46.49,1.05,1.05,1.13,2.1
FBK,FINECOBANK,19.6,EUR,MIL,0.77,13929367992,USD,18.48,3.81,48.33,32.71,9.1,3.81,4.28,18.79,17.82,18.76,0.71,1.04,0.36,32.83,16.64,45.63,1.05,1.05,1.1,2.1
MA,Mastercard Incorporated,597.66,USD,NYSE,-0.22,5.40292E+11,USD,40.32,0.49,71.74,27.08,6.26,5.44,5.9,576.17,548.13,565.1,1.03,0.85,8.62,177.9,60.13,38.78,1.04,1.05,1.09,2.09
GWO,GREAT WEST LIFECO INC,55.2,CAD,TSX,-0.05,36900710998,USD,13.84,4.22,104.82,25.97,4.51,4.15,4.49,53.42,50.95,52.24,0.74,0.08,0.72,14.19,0.68,34.63,1.03,1.05,1.08,2.08
BSX,Boston Scientific Corporation,105.68,USD,NYSE,-0.47,1.56584E+11,USD,62.89,0,166.25,32.42,1.61,0.3,-0.48,104.53,99.39,104.11,0.66,0.82,1.82,11.71,9.07,34.33,1.03,1.05,1.06,2.09
FWONA,Liberty Media Corporation - Series A Liberty Formula One,91.96,USD,NASDAQ,-0.54,33715041473,USD,86.85,0,149.06,30.48,1.93,1.59,-1.38,89.35,85.23,91.22,0.83,0.54,1.75,3.79,4.29,34,1.03,1.05,1.08,2.08
MCK,McKesson Corporation,689.36,USD,NYSE,-0.01,85745003917,USD,27.51,0.41,356.65,23.1,13.94,-3.49,-3.2,688.54,657.23,706.1,0.5,0.38,16.41,,25.72,33.55,1.03,1.05,1.05,2.08
DKS,Dick's Sporting Goods Inc,227.21,USD,NYSE,-0.18,18197994913,USD,16.24,2.03,323.9,-4.2,3.58,34.09,5.67,218.55,207.65,207.67,1.1,1.24,5.35,40.22,22.26,33.47,1.03,1.05,1.09,2.09
DDOG,"Datadog, Inc.",129.21,USD,NASDAQ,-1.53,45061360402,USD,373.33,0,50.65,10.44,10.88,10.97,-12.38,134.1,127.5,136.1,1.02,1.52,4.54,4.45,-0.51,32.29,1.03,1.05,1.01,2.08
XEL,Xcel Energy Inc.,73.61,USD,NASDAQ,-0.88,43534884459,USD,20.42,3.01,7.48,22.34,3.68,4.84,0.97,72.98,69.31,70.53,0.35,0.27,1.2,10.65,3.87,30.86,1.03,1.05,1.06,2.08
AEE,Ameren Corporation,101.51,USD,NYSE,-0.43,27449309356,USD,22.29,2.71,28.25,22.91,2.88,4.7,1.33,101.3,96.11,98.55,0.46,0.34,1.39,10.29,3.94,30.49,1.03,1.05,1.06,2.08
H,HYDRO ONE LTD,50.57,CAD,TSX,-0.16,21954669872,USD,24.18,2.52,82.83,12.53,11.86,-0.8,3.86,50.15,47.69,49.4,0.28,0.17,0.63,10.34,6.59,23.58,1.02,1.05,1.06,2.08
SPSN,SWISS PRIME SITE N,112.1,CHF,SIX,-0.18,11228504524,USD,24.44,3.07,31.8,19.89,7.89,-5.32,-0.97,113.36,107.94,115.5,0.51,0.08,1.67,5.4,,22.46,1.02,1.05,1.04,2.07
DGX,Quest Diagnostics Incorporated,178.17,USD,NYSE,-1.14,19923581931,USD,21.31,1.72,50.66,15.88,2.4,3.88,3.23,175.97,167.77,175.07,0.46,0.28,3.33,13.65,11.75,22.16,1.02,1.05,1.06,2.07
MDT,Medtronic plc.,92.6,USD,NYSE,-0.12,1.18645E+11,USD,25.55,3.03,-10.53,4.92,2.48,14.11,0.69,91.59,87.31,89.82,0.82,0.49,1.82,,,21.51,1.02,1.05,1.06,2.07
EBK,ENBW ENERGIE BADEN-WUERTTEMBERG AG,69.2,EUR,XETR,0.87,25978190611,USD,53.47,2.27,43.68,8.09,13.65,-0.44,0.58,69.05,65.63,68.48,0.5,0.06,2.16,3.57,3.76,21.3,1.02,1.05,1.05,2.07
WEC,"WEC Energy Group, Inc.",108.13,USD,NYSE,-0.38,34803992841,USD,20.73,3.18,17.87,16.21,2.83,1.27,-1.04,109.02,103.58,106.97,0.41,0.2,1.55,13.12,5.52,20.3,1.02,1.05,1.04,2.07
VTR,"Ventas, Inc.",67.97,USD,NYSE,0.27,31588187492,USD,157.17,2.74,64.75,14.75,-0.04,5.35,0.97,67.88,64.44,65.75,0.89,0.3,1.11,1.81,,20.06,1.02,1.05,1.05,2.07
EVO,EVOLUTION AB,861,SEK,OMXSTO,0.12,18445349140,USD,13,3.55,34.74,-18.58,4.29,32.75,0.56,859.62,818.09,807.15,1.34,0.48,15.98,32.78,31.18,18.45,1.02,1.05,1.05,2.07
NXPI,NXP Semiconductors N.V.,235.11,USD,NASDAQ,0.12,59274662542,USD,28.02,1.73,84.83,-6.4,0.25,20.38,5.48,220.92,211.29,221.62,1.42,1.42,7.36,23.11,15.31,14.23,1.01,1.05,1.11,2.06
NBIX,"Neurocrine Biosciences, Inc.",135.1,USD,NASDAQ,-0.24,13399421401,USD,39.88,0,21,-11.7,13.91,11.77,1.49,131,124.23,130.23,0.25,0.68,2.78,13.39,15.97,13.99,1.01,1.05,1.09,2.07
NG.,NATIONAL GRID ORD GBP0.12431289,1049,GBX,LSE,-0.99,70372952099,USD,17.41,4.45,28.41,6.76,10.44,-4.24,-3.23,1057.05,1007.71,1054.41,0.4,0.41,16.54,8.35,5.21,12.96,1.01,1.05,1.04,2.06
CTAS,Cintas Corporation,214.72,USD,NASDAQ,-0.4,86527420903,USD,48.78,0.72,165.09,9.27,6.17,-4.33,-3.64,220.77,210.58,220.12,1.02,0.86,3.32,40.13,29.19,11.11,1.01,1.05,1.02,2.06
DIE,D'IETEREN GROUP,189.8,EUR,EURONEXT,-0.52,11764471489,USD,27.31,27.74,277.34,-10.39,16.58,3.72,5.68,182.12,173.14,180.61,1.49,0.96,2.78,24.81,7.65,9.91,1.01,1.05,1.1,2.06
AZN,AstraZeneca PLC,11968,GBX,LSE,-0.66,2.50877E+11,USD,29.09,2.05,40.12,-8.71,3.6,14.24,14.13,11343.52,10842.66,10807.32,0.63,1.01,221.75,20.1,15.68,9.13,1.01,1.05,1.1,2.06
CCI,Crown Castle Inc.,103.62,USD,NYSE,-0.16,45197438160,USD,,5.55,-35.24,-5.73,11.22,3.52,-8.95,104.38,99.38,103.87,0.91,0.04,2.08,-234.1,,9,1.01,1.05,1.04,2.06
MTD,"Mettler-Toledo International, Inc.",1320.54,USD,NYSE,-0.07,27201802561,USD,33.45,0,36.7,-8.3,0.75,15.97,4.1,1275.46,1216.45,1229.51,1.35,1.06,32.87,,51.5,8.42,1.01,1.05,1.09,2.06
IQV,"IQVIA Holdings, Inc.",189.24,USD,NYSE,-1,32171648972,USD,27.41,0,20.8,-23.65,-3.29,35.33,-5.87,187.36,179.18,174.19,1.3,0.82,5.14,19.8,11.07,8.39,1.01,1.05,1.06,2.05
CART,Maplebear Inc.,43.39,USD,NASDAQ,0.05,11430587272,USD,25.05,0,3.31,25.77,-10.85,-8.17,-13.15,46.94,44.57,46.81,1.23,1.02,1.74,14.54,16.87,6.75,1.01,1.05,0.97,2.06
AOS,A.O. Smith Corporation,73.01,USD,NYSE,-0.82,10230860929,USD,20.36,1.85,47.52,-10.77,9.74,7.75,-1.55,71.56,68.44,69.24,1.22,0.79,1.34,27.6,29.8,6.72,1.01,1.05,1.07,2.05
AMAT,"Applied Materials, Inc.",161.01,USD,NASDAQ,-0.91,1.28267E+11,USD,19.2,1.02,151.38,-20.36,-4.23,0.24,-13.35,177.1,169.43,182.49,1.69,1.59,5.29,35.64,32.7,-24.34,0.98,1.05,0.95,2.02
AM,DASSAULT AVIATION,279,EUR,EURONEXT,1.97,25027962280,USD,27.91,1.73,257.23,47.62,13.97,-9.06,4.1,272.34,261.71,285.1,0.62,0.61,6.2,12.93,8.84,52.53,1.05,1.04,1.07,2.09
RGLD,"Royal Gold, Inc.",177.35,USD,NASDAQ,-0.05,11675137709,USD,25.96,0.99,32.92,26.33,17.89,-0.49,14.65,165.08,158.74,167.04,0.4,0.5,4.13,14.32,15.57,43.72,1.04,1.04,1.12,2.08
NU,Nu Holdings Ltd.,14.15,USD,NYSE,1.52,68189802407,USD,30.12,0,25.79,-2.07,27.95,17.53,10.47,12.7,12.26,12.91,1.06,1.31,0.48,27.88,13.5,43.42,1.04,1.04,1.15,2.08
DRI,"Darden Restaurants, Inc.",208.26,USD,NYSE,-0.15,24373465386,USD,23.47,2.73,153.05,34.4,6.83,1.07,2.53,205.15,196.34,210.75,0.75,0.44,3.68,46.16,12.33,42.3,1.04,1.04,1.06,2.09
ENB,ENBRIDGE INC,66.1,CAD,TSX,-0.34,1.04527E+11,USD,23.24,5.6,52.35,23.84,12.02,4.33,6.38,64.56,62.24,62.78,0.86,0.48,0.88,9.99,5.9,40.19,1.04,1.04,1.06,2.08
CINF,Cincinnati Financial Corporation,154.57,USD,NASDAQ,-0.53,24171102146,USD,13.41,2.16,95.71,16.56,12.2,4.73,4.21,151.32,145.27,149.1,0.71,0.65,2.86,13.44,8.72,33.49,1.03,1.04,1.06,2.08
GFL,GFL ENVIRONMENTAL INC.,70.56,CAD,TSX,0,18699760192,USD,,0.12,181.12,22.95,6.11,3.07,7.2,68.97,66.2,67.47,0.96,0.65,1.14,-0.19,2.55,32.12,1.03,1.04,1.07,2.07
III,3I GROUP ORD GBP0.738636,4110,GBX,LSE,0.86,53654361895,USD,7.9,1.78,348.59,29.37,0.29,1.16,-4.99,4085.95,3917.06,4125.04,1.27,0.91,77.02,22.5,,30.82,1.03,1.04,1.05,2.07
DNB,DNB BANK ASA,274.6,NOK,OSL,0.59,40504833148,USD,9.19,6.14,89.12,23.42,8.11,-0.72,5.25,266.07,255.07,268.74,1.03,0.77,3.29,17.97,1.6,30.8,1.03,1.04,1.08,2.07
EL,ESSILORLUXOTTICA,271.8,EUR,EURONEXT,-0.07,1.47193E+11,USD,52.74,1.45,144.75,26.71,-3.51,6.5,10.04,260.76,251.4,249.33,0.9,0.93,4.78,6.19,7.02,29.7,1.03,1.04,1.08,2.07
FCX,"Freeport-McMoRan, Inc.",43.62,USD,NYSE,0.79,62628467526,USD,33.04,1.39,202.29,-0.18,17.29,11.45,-2.13,41.6,39.99,43,1.63,1.75,1.17,10.7,13.39,28.55,1.03,1.04,1.09,2.07
SGO,SAINT GOBAIN,96.98,EUR,EURONEXT,-1.2,56792061987,USD,17.24,2.24,187.77,25.75,2.8,-2.92,-5.48,97.43,93.97,98.16,1.21,1.58,2.3,11.84,11.56,25.63,1.03,1.04,1.03,2.06
ALLY,Ally Financial Inc.,40.58,USD,NYSE,-0.01,12489311967,USD,26.36,2.96,79.06,-4.17,9.72,19.34,5.36,38.26,36.64,38.67,1.15,1.09,0.89,4.18,0.52,24.89,1.02,1.04,1.11,2.07
RRX,Regal Rexnord Corporation,153.8,USD,NYSE,-0.29,10208352156,USD,40.89,0.91,54.54,-4.74,15.63,12.55,-0.78,148.16,142.53,147.72,1.16,1.45,5.33,3.84,5.27,23.44,1.02,1.04,1.08,2.06
KPN,KPN KON,4.06,EUR,EURONEXT,0,18478825532,USD,19.09,4.31,81.1,14.13,11.41,-2.26,2.71,3.99,3.83,4.05,0.21,0.06,0.04,34.21,13.13,23.28,1.02,1.04,1.06,2.06
JMT,"J.MARTINS,SGPS",20.94,EUR,EURONEXT,0.19,15407441923,USD,,2.82,49.04,26.14,2.35,-5.33,-3.68,21.07,20.29,21.58,0.76,0.68,0.33,,,23.16,1.02,1.04,1.03,2.06
VLO,Valero Energy Corporation,146.19,USD,NYSE,0.56,45414179842,USD,60.62,3.07,169.97,1.25,7.84,13.24,3.04,137.69,131.87,140.55,1,1.33,3.5,3.07,4.76,22.34,1.02,1.04,1.11,2.07
BG,Bunge Limited,87.76,USD,NYSE,0.74,17556441961,USD,8.76,3.15,87.03,-9.61,19.2,11.43,14.8,81.61,78.83,80.05,0.65,0.26,2.29,13.2,5.68,21.02,1.02,1.04,1.11,2.06
CVE,CENOVUS ENERGY INC,22.82,CAD,TSX,0.62,29499423495,USD,16.06,3.26,248.93,-11.28,11.37,20.3,16.13,20.82,19.97,20.04,1.03,2.33,0.57,9.01,7.42,20.39,1.02,1.04,1.14,2.06
ASSA_B,ASSA ABLOY AB SER. B,338.5,SEK,OMXSTO,-0.99,39838336892,USD,25.88,1.65,67.16,7.12,2.11,10.95,4.96,329.14,316.93,314.37,1.1,0.98,5.07,14.58,15.08,20.18,1.02,1.04,1.07,2.06
MUV2,MUENCH.RUECKVERS.VNA O.N.,554.6,EUR,XETR,-0.07,84940959934,USD,14.26,3.6,128.23,17.75,2.7,-2.57,-3.38,567.35,546.04,564.48,0.73,0.58,10.34,16.65,3.11,17.89,1.02,1.04,1.02,2.06
TRN,TERNA,8.62,EUR,MIL,-0.62,20403982164,USD,15.65,4.57,33.65,12.57,7.97,-4.9,1.63,8.52,8.23,8.57,0.43,0.2,0.09,19.67,8.48,15.63,1.02,1.04,1.05,2.05
NLY,Annaly Capital Management Inc.,21.14,USD,NYSE,0.03,13567067683,USD,21.04,12.78,-29.17,5.68,-2.37,11.33,2.8,20.71,19.83,20.05,0.39,-0.29,0.3,5.94,,14.64,1.01,1.04,1.07,2.06
AWK,"American Water Works Company, Inc.",145.55,USD,NYSE,-0.44,29421594005,USD,26.2,2.14,2.23,3.65,8.47,1.34,3.82,143.58,137.51,142.29,0.64,-0.2,2.5,10.4,6.08,13.46,1.01,1.04,1.06,2.06
CMS,CMS Energy Corporation,72.92,USD,NYSE,-0.27,21827544002,USD,21.52,2.89,21.74,8.16,0.77,4.38,0.12,73.12,70.32,71.54,0.35,0.05,0.96,12.48,4.83,13.31,1.01,1.04,1.04,2.05
KNEBV,KONE CORPORATION,54.66,EUR,OMXHEX,1.22,32779169914,USD,28.99,3.33,-24.4,15.85,-0.26,-2.39,0.15,54.17,52.19,54.84,0.83,0.96,1.34,42.64,41.54,13.21,1.01,1.04,1.05,2.05
LIN,Linde plc,481.9,USD,NASDAQ,0.05,2.25965E+11,USD,34.26,1.2,92.98,3.74,4.92,4.02,2,473.21,455.15,469.55,0.93,0.48,5.98,17.51,12.94,12.69,1.01,1.04,1.06,2.05
VICI,VICI Properties Inc.,33.4,USD,NYSE,0,35616751310,USD,12.78,5.18,45.85,2.9,3.86,5.4,-0.03,32.91,31.6,32.9,0.71,0.25,0.47,10.45,,12.15,1.01,1.04,1.06,2.05
T,TELUS CORP,22.87,CAD,TSX,-0.31,25282576038,USD,35.66,7.02,-6.27,5.93,2.51,3.02,1.42,22.4,21.46,22.29,0.89,0.22,0.25,6.23,6.38,11.46,1.01,1.04,1.07,2.06
BP.,BP ORD USD0.25,423.45,GBX,LSE,0.94,88561676519,USD,175.68,5.77,54.07,-0.81,-5.98,18.2,4.72,415.46,397.77,398.3,1.35,1.43,7.78,0.82,7.57,11.41,1.01,1.04,1.06,2.06
LOGN,LOGITECH N,82.4,CHF,SIX,-0.24,15371599919,USD,22.61,1.4,21.97,5.64,-11.64,16.78,8.85,78.49,75.48,75.45,0.98,1.86,1.64,29.33,27.19,10.78,1.01,1.04,1.09,2.05
SHEL,SHELL PLC ORD EUR0.07,2692,GBX,LSE,0.54,2.12255E+11,USD,15.73,3.99,148.8,-0.3,0.64,10.12,2.28,2672.9,2581.01,2644.23,1.07,1.19,40.47,7.54,11.32,10.46,1.01,1.04,1.04,2.05
INW,INWIT,10.49,EUR,MIL,-0.47,11504887129,USD,27.11,4.89,24.07,-2.05,8.42,3.25,0.38,10.41,10,10.36,0.44,0.43,0.13,9.47,6.57,9.62,1.01,1.04,1.05,2.05
EXPN,EXPERIAN PLC ORD USD0.10,3869,GBX,LSE,0.6,47808481451,USD,39.02,1.22,38.97,6.58,0.83,1.58,-4.07,3874.81,3738.23,3878.04,0.91,1.48,63.77,24.11,20.11,8.99,1.01,1.04,1.03,2.05
ARM,Arm Holdings plc,136.31,USD,NASDAQ,-1.17,1.46057E+11,USD,207.57,0,142.98,4.85,-2.16,4.81,-14.81,141.71,135.76,148.02,4.18,2.73,5.52,11.03,9.97,7.51,1.01,1.04,1,2.05
PEG,Public Service Enterprise Group Incorporated,83.54,USD,NYSE,-0.19,41695615561,USD,21.1,2.94,57.48,2.58,-2.07,4.8,-3.94,86.72,83.78,84.59,0.47,0.34,1.5,12.19,5.63,5.31,1.01,1.04,1,2.04
DAL,"Delta Air Lines, Inc.",60.37,USD,NYSE,-2.14,39418491872,USD,8.76,1.03,101.17,49.28,-1.92,23.82,10.16,56.47,55.02,53.85,1.56,1.3,1.9,30.07,12.02,71.19,1.07,1.03,1.1,2.1
WISE,WISE PLC CLS A ORD GBP0.01,1085,GBX,LSE,1.4,18611873218,USD,27.3,0,35.62,51.96,0.84,-1.36,6.58,1041.52,1012.82,1052.38,0.89,0.7,29.14,35.22,,51.43,1.05,1.03,1.07,2.08
AXP,American Express Company,318.97,USD,NYSE,-0.06,2.21966E+11,USD,22.39,0.95,223.63,28.62,7.4,9.79,3.09,304.12,294.08,308.02,1.28,1.36,5.79,32.58,,45.81,1.05,1.03,1.08,2.08
LNG,"Cheniere Energy, Inc.",239.04,USD,NYSE,0.62,52533368997,USD,13.93,0.81,354.45,30.79,9.1,3.93,5.58,234.38,226.72,234.78,0.43,0.77,5.51,68.91,12.76,43.82,1.04,1.03,1.05,2.08
TRV,"The Travelers Companies, Inc.",275.56,USD,NYSE,-0.26,62037885651,USD,12.19,1.54,140.18,25.55,10.07,0.5,5.37,265.94,257.04,263.39,0.53,0.42,4.44,19.29,10.98,36.12,1.04,1.03,1.07,2.07
PNC,"PNC Financial Services Group, Inc. (The)",200.5,USD,NYSE,-0.59,78958379251,USD,13.7,3.22,81.43,13.82,6.47,15.14,2.12,192.13,186.56,190.82,1.09,1.08,3.35,11.19,2.6,35.44,1.04,1.03,1.07,2.07
DNP,DINOPL,46.36,PLN,GPW,0.78,12378609140,USD,28.94,0,92.85,51.95,-3.64,-14.31,-7.28,48.47,47.11,50.25,1,0.97,1.61,22.41,25.77,34.01,1.03,1.03,0.98,2.06
HUM,Humana Inc.,297.11,USD,NYSE,-0.8,35733961625,USD,22.8,1.18,-26.5,-16.37,16.55,31.17,28.56,269.14,261.37,249.48,0.45,0.72,8.08,9.03,10.39,31.34,1.03,1.03,1.14,2.06
WTW,Willis Towers Watson Public Limited Company,338.94,USD,NASDAQ,-0.09,33062915354,USD,236.87,1.06,72.76,18.51,2.47,9.3,9.37,325.63,317.28,313.58,0.68,0.43,5.22,1.57,,30.28,1.03,1.03,1.07,2.06
ORK,ORKLA ASA,114.7,NOK,OSL,0.17,11343495696,USD,10.86,3.49,26.71,24.88,6.4,-1.46,5.62,111.01,107.57,109.34,-0.12,0.04,1.34,12.93,10.99,29.82,1.03,1.03,1.07,2.06
TRYG,TRYG A/S,169.6,DKK,OMXCOP,-0.06,15624002865,USD,20.58,4.71,11.98,14.75,9.63,-2.36,7.41,163,158.49,162.31,0.27,0.14,1.69,12.95,7.64,22.02,1.02,1.03,1.07,2.05
BN,DANONE,73.3,EUR,EURONEXT,0.08,55354119859,USD,25.71,2.94,30.66,20.4,4.42,-3.68,8.79,71.62,69.43,70.08,0.47,-0.08,1.04,11.27,10.88,21.14,1.02,1.03,1.06,2.05
ALL,Allstate Corporation (The),204.65,USD,NYSE,-0.42,53926369070,USD,9.62,1.87,119.13,12.54,7.57,-0.04,5.34,204.57,197.78,199.44,0.34,0.65,3.9,27.33,12.05,20.06,1.02,1.03,1.03,2.05
NVR,"NVR, Inc.",8156.38,USD,NYSE,-0.69,23407186619,USD,17.21,0,94.2,-10.1,14.81,14.88,4.57,7961.27,7749.57,7673.8,0.94,0.28,197.56,38.1,32,19.59,1.02,1.03,1.05,2.05
SRE,DBA Sempra,81.97,USD,NYSE,-1.12,53483164605,USD,19.85,3.05,31.36,0.45,13.25,4.04,1.8,81.74,79.41,78.32,0.63,0.76,1.49,8.87,3.44,17.74,1.02,1.03,1.03,2.05
ABT,Abbott Laboratories,132.26,USD,NYSE,-0.25,2.30193E+11,USD,16.54,1.75,29.68,17.67,-2.3,0.31,5.16,130.38,126.98,131.13,0.7,0.33,2.44,31.01,11.66,15.68,1.02,1.03,1.04,2.04
AKRBP,AKER BP ASA,253.6,NOK,OSL,-0.12,15952366141,USD,19.5,10.45,43.32,-0.94,8.38,8.1,2.05,247.29,239.3,255.12,1.59,1.65,5,6.44,21.51,15.54,1.02,1.03,1.06,2.05
NOVN,NOVARTIS N,101.74,CHF,SIX,-0.22,2.41826E+11,USD,17.13,3.43,29.28,1.23,3.82,8.8,8.86,97.02,94.11,96.23,0.33,0.07,1.5,33.32,24.57,13.85,1.01,1.03,1.08,2.04
TELIA,TELIA COMPANY AB,35.64,SEK,OMXSTO,-0.67,14425660820,USD,32.75,5.57,4.82,14.89,3.3,-4.76,-0.22,35.1,33.96,34.71,0.33,0.12,0.47,11.4,8.14,13.44,1.01,1.03,1.05,2.05
BESI,BE SEMICONDUCTOR INDUSTRIES N.V.,118.95,EUR,EURONEXT,-0.04,11253404265,USD,57.23,1.83,199.25,-1.65,3.26,11.17,-5.18,119.45,116.35,122.77,1.72,1.65,3.57,42.88,23.94,12.77,1.01,1.03,1.02,2.04
AI,AIR LIQUIDE,182.16,EUR,EURONEXT,-0.52,1.2383E+11,USD,30.74,1.8,58.02,10.17,3.78,-1.72,5.55,176.52,172.18,175.77,0.77,0.78,2.3,13.92,13.93,12.24,1.01,1.03,1.06,2.04
TXT,Textron Inc.,81.17,USD,NYSE,-0.44,14464923315,USD,18.36,0.1,111.49,-9.04,11.47,9.66,0.89,78.79,76.77,80.4,1.17,1.22,1.55,11.42,6.71,12.08,1.01,1.03,1.06,2.04
VZ,Verizon Communications Inc.,44.22,USD,NYSE,-0.51,1.86425E+11,USD,10.27,6.1,-25.44,7.87,1.46,2.16,2.78,43.49,42.42,42.84,0.36,0.36,0.65,18.26,9.81,11.49,1.01,1.03,1.04,2.04
LISN,LINDT N,119000,CHF,SIX,0.68,34106164172,USD,43,1.27,48.38,9.38,7.79,-6.45,-3.41,117238.1,113335,125348,0.78,0.38,2177.37,14.15,12.83,10.72,1.01,1.03,1.05,2.05
8TRA,TRATON SE,32.62,EUR,XETR,-0.24,19153534946,USD,7.49,5.2,89.3,14.46,-10.01,4.42,8.59,31.06,30.26,29.87,1.48,1.51,0.82,12.8,9.43,8.86,1.01,1.03,1.08,2.04
O,Realty Income Corporation,58.71,USD,NYSE,-0.36,53870913226,USD,57.28,5.41,-2.69,-3.29,5.42,5.23,1.07,57.76,56.24,57.56,0.76,0.14,0.82,2.35,,7.36,1.01,1.03,1.04,2.03
GET,GETLINK SE,16.78,EUR,EURONEXT,-1.58,10804530702,USD,35.43,3.4,28.98,5.2,5.53,-3.51,5.8,16.5,15.98,16.28,0.75,0.37,0.18,10.61,6.63,7.23,1.01,1.03,1.05,2.04
VOW,VOLKSWAGEN AG ST O.N.,104.6,EUR,XETR,-0.38,61033432605,USD,6.28,6,-30.13,0.38,-3.15,7.67,9.13,98.69,95.99,95.56,1.54,1.44,2.08,5.01,5.73,4.9,1,1.03,1.09,2.03
EXPD,"Expeditors International of Washington, Inc.",119.4,USD,NYSE,-0.52,16204790968,USD,19.48,1.25,37.18,-3.19,2.15,5.14,1.5,117.97,115.09,116.3,1.04,0.69,2.32,39.01,41.73,4.1,1,1.03,1.04,2.03
HEXA_B,HEXAGON AB SER. B,107.65,SEK,OMXSTO,-1.42,30749763075,USD,27.35,1.39,24.47,4.57,-12.62,10.73,1.08,107.9,104.97,101.95,1.36,1.55,2.04,9.27,10.98,2.67,1,1.03,1.03,2.03
PSTG,"Pure Storage, Inc.",58.5,USD,NYSE,0.29,19119654790,USD,157.43,0,300.14,-5.09,-6.4,3.16,2.31,57.84,55.9,56.47,1.07,2.07,1.8,9.76,4.07,-8.34,0.99,1.03,1.05,2.03
KDP,Keurig Dr Pepper Inc.,32.3,USD,NASDAQ,-8.05,43884250358,USD,28.66,2.62,8.01,-9.84,-7.49,-2.43,-3.42,34.11,33.2,33.69,0.46,0.21,0.74,6.18,7.71,-19.76,0.98,1.03,0.97,2.01
EQT,EQT Corporation,51.97,USD,NYSE,0,32432560607,USD,27.95,1.21,219.82,57.48,3.94,-7.33,-3.6,51.9,51.1,54.78,0.59,0.79,1.48,6.26,6.03,54.1,1.05,1.02,1.02,2.07
CHWY,"Chewy, Inc.",38.86,USD,NYSE,-1.8,16133815044,USD,43.52,0,-31.3,43.6,13.15,-12.72,4.15,37.62,36.97,39.11,1.67,1.08,1.3,76.24,11.91,44.03,1.04,1.02,1.05,2.06
ALO,ALSTOM,21.87,EUR,EURONEXT,-0.09,11848055134,USD,71.92,0,-47.95,21.06,8.54,14.03,-0.23,21.05,20.62,20.37,1.25,1.04,0.5,1.54,4.56,43.62,1.04,1.02,1.06,2.06
ARGX,ARGENX SE,594.4,EUR,EURONEXT,5.09,40550039077,USD,32.84,0,197.2,27.28,-0.44,13.31,18.88,563.8,555.14,514.4,0.57,0.77,15.53,25.72,7.79,40.15,1.04,1.02,1.07,2.06
HBAN,Huntington Bancshares Incorporated,17.33,USD,NASDAQ,-0.17,25403811383,USD,12.9,3.57,80.9,20.94,7.37,11.73,4.02,16.52,16.14,16.62,0.96,1.28,0.34,10.43,3.48,40.04,1.04,1.02,1.07,2.06
WMG,Warner Music Group Corp.,33.89,USD,NASDAQ,0.36,17665724167,USD,59.96,2.13,12.4,16.26,-5.28,28.86,7.35,31.33,30.69,29.94,1.25,0.81,0.73,54.66,19.7,39.84,1.04,1.02,1.1,2.06
