Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat,perf_sum,perf_norm,MRAT,Diff,score
NTAP,"NetApp, Inc.",107.78,USD,NASDAQ,-0.59,21565658413.0,USD,18.97,1.92,157.04,-18.3,-14.03,10.06,0.28,106.04,107.14,105.53,1.44,1.51,2.12,108.51,23.92,-22.26,0.989702693,-22.26,0.98,0.99,1.01,1.97
EXO,EXOR,86.5,EUR,EURONEXT,0.23,32000884495.0,USD,,0.56,27.21,-10.69,-7.09,0.12,-3.84,87.11,88.26,86.68,0.75,1.35,1.48,121.12,,-17.66,0.987019854,-17.66,0.98,0.99,0.98,1.97
PAA,"Plains All American Pipeline, L.P.",17.59,USD,NASDAQ,0.23,12371125266.0,USD,19.45,8.3,139.32,0.23,-15.31,6.74,-5.38,17.98,18.3,18.21,0.73,0.65,0.36,8.34,6.7,-8.35,0.98250115,-8.35,0.99,0.98,0.96,1.97
WST,"West Pharmaceutical Services, Inc.",242.63,USD,NYSE,-1.52,17446874797.0,USD,36.34,0.34,-10.97,-19.41,18.43,17.41,14.72,246.43,259.04,231.76,1.05,0.72,6.97,17.72,20.15,16.43,0.951322096,16.43,1.02,0.95,0.94,1.97
CARR,Carrier Global Corporation,65.01,USD,NYSE,-2.74,55324995811.0,USD,25.94,1.29,122.94,-5.59,-4.26,-7.97,-14.26,68.63,69.3,71.84,1.26,1.32,1.59,10.79,9.84,-17.82,0.990408739,-17.82,0.98,0.99,0.94,1.97
CSU,CONSTELLATION SOFTWARE INC,4438.01,CAD,TSX,1.78,67573644704.0,USD,108.6,0.13,184.69,5.14,-9.43,-9.43,-9.69,4644.53,4728.74,4811.42,1.02,1.03,136.98,22.0,20.01,-13.72,0.982192637,-13.72,0.99,0.98,0.94,1.97
TMO,Thermo Fisher Scientific Inc,483.76,USD,NYSE,-2.23,182674000000.0,USD,28.0,0.33,12.62,-21.34,-10.14,22.85,19.06,475.66,484.64,441.13,0.75,0.69,11.88,13.44,9.26,-8.63,0.981466815,-8.63,0.99,0.98,1.0,1.97
ICLR,ICON plc,175.7,USD,NASDAQ,-2.52,13664563509.0,USD,18.06,0.0,-6.66,-45.71,-14.16,40.45,17.13,173.66,175.52,158.87,1.17,0.81,6.4,8.3,8.26,-19.42,0.989442097,-19.42,0.98,0.99,1.0,1.97
FCNCA,"First Citizens BancShares, Inc.",1937.63,USD,NASDAQ,0.33,24747375438.0,USD,11.44,0.39,398.59,-3.26,-8.04,7.62,-8.56,1933.08,1988.09,1974.18,0.64,1.31,49.12,10.7,2.58,-3.69,0.972332023,-3.69,1.0,0.97,0.97,1.97
LEN,Lennar Corporation,129.14,USD,NYSE,-0.91,33255314274.0,USD,10.68,1.53,61.42,-26.7,4.8,23.98,13.16,122.07,126.15,115.66,1.32,0.63,3.98,13.04,12.58,2.07,0.967613606,2.07,1.0,0.97,1.02,1.97
RS,"Reliance, Inc.",285.85,USD,NYSE,-0.08,15033864875.0,USD,20.87,1.61,173.46,1.49,-6.73,-1.92,-15.48,289.86,295.85,307.98,0.88,1.03,6.73,9.93,10.88,-7.17,0.97976077,-7.17,0.99,0.98,0.97,1.97
ALFA,ALFA LAVAL AB,436.0,SEK,OMXSTO,0.18,18617540820.0,USD,22.45,1.94,98.18,-4.39,-7.49,6.63,3.56,424.55,440.27,415.78,1.08,0.96,6.83,20.37,22.04,-5.25,0.964296895,-5.25,0.99,0.96,0.99,1.96
LIFCO_B,LIFCO AB SER.B,346.8,SEK,OMXSTO,0.12,16284743319.0,USD,46.14,0.68,159.78,9.06,-10.48,-11.03,-1.76,346.62,358.0,364.61,1.16,1.06,6.5,19.96,19.24,-12.45,0.968223153,-12.45,0.99,0.97,0.97,1.96
BLDR,"Builders FirstSource, Inc.",133.22,USD,NYSE,0.35,14727061937.0,USD,20.22,0.0,359.06,-19.6,-7.84,25.02,6.98,133.49,138.68,126.9,1.69,1.09,5.37,17.83,13.3,-2.43,0.962561338,-2.43,1.0,0.96,0.96,1.96
SAP,SAP SE O.N.,231.2,EUR,XETR,-0.41,314458000000.0,USD,41.61,1.01,68.15,17.78,-15.53,-12.9,-9.39,242.8,250.21,251.0,1.15,0.98,5.05,15.83,19.42,-10.65,0.970380389,-10.65,0.99,0.97,0.92,1.96
TTE,TOTALENERGIES,54.6,EUR,EURONEXT,0.57,140618000000.0,USD,10.58,5.96,66.87,-11.23,-6.84,5.85,2.69,52.69,54.45,53.02,0.98,0.53,0.81,11.32,11.49,-12.22,0.967747176,-12.22,0.99,0.97,1.0,1.96
ET,Energy Transfer LP,17.46,USD,NYSE,0.75,59934614040.0,USD,13.48,7.47,160.6,8.31,-12.04,-1.58,1.51,17.6,18.29,17.71,0.04,0.15,0.26,13.73,8.08,-5.31,0.962249949,-5.31,0.99,0.96,0.95,1.96
HM_B,"HENNES & MAURITZ AB, H & M SER. B",143.2,SEK,OMXSTO,0.42,23680850488.0,USD,23.08,4.61,2.87,-11.93,1.38,3.17,0.56,138.37,143.06,136.55,1.24,1.01,2.71,25.68,15.97,-7.38,0.967235249,-7.38,0.99,0.97,1.0,1.96
EOG,"EOG Resources, Inc.",118.51,USD,NYSE,0.13,64705679973.0,USD,11.52,3.24,171.13,-6.12,-12.03,8.42,1.54,118.51,122.36,120.07,0.82,0.71,2.41,19.63,18.87,-9.73,0.968519375,-9.73,0.99,0.97,0.97,1.96
PFG,Principal Financial Group Inc,78.67,USD,NASDAQ,-0.06,17525192186.0,USD,15.84,3.76,82.32,1.35,-9.54,3.43,-0.09,77.83,80.29,78.54,1.0,1.0,1.45,10.16,0.49,-4.76,0.969357867,-4.76,1.0,0.97,0.98,1.96
ACGL,Arch Capital Group Ltd.,93.54,USD,NASDAQ,0.75,34911024947.0,USD,9.66,0.0,201.64,-9.36,5.09,2.02,6.2,89.15,92.53,89.44,0.48,0.56,1.79,17.09,10.74,-2.25,0.963463958,-2.25,1.0,0.96,1.01,1.96
ML,MICHELIN,32.49,EUR,EURONEXT,-0.12,26644835565.0,USD,14.86,4.21,37.55,-8.01,-3.19,-3.99,-1.55,31.64,32.34,31.76,0.96,0.91,0.47,8.76,10.52,-15.19,0.978254932,-15.19,0.98,0.98,1.0,1.96
ATD,ALIMENTATION COUCHE-TARD,70.31,CAD,TSX,0.11,47894064059.0,USD,18.65,1.08,55.97,-12.44,-0.86,3.69,-8.27,71.41,73.39,71.02,0.63,0.32,1.24,18.5,12.75,-9.61,0.973079991,-9.61,0.99,0.97,0.96,1.96
ILMN,"Illumina, Inc.",99.29,USD,NASDAQ,-1.5,15260872838.0,USD,12.58,0.0,-71.22,-25.09,1.41,26.27,4.31,100.76,105.27,97.59,1.38,1.18,3.21,68.11,27.2,2.58,0.957151693,2.58,1.0,0.96,0.94,1.96
CNQ,CANADIAN NATURAL RESOURCES LTD,41.94,CAD,TSX,2.04,63078543009.0,USD,10.66,5.5,222.99,-13.99,-3.36,-0.59,0.31,42.31,43.42,43.24,1.53,0.86,0.79,20.6,14.92,-17.94,0.974358325,-17.94,0.98,0.97,0.97,1.96
RIO,RIO TINTO ORD GBP0.10,4525.0,GBX,LSE,-0.13,103302000000.0,USD,9.32,6.88,-4.61,-5.58,-11.29,-0.66,-3.64,4547.12,4664.84,4433.72,0.97,1.22,80.76,18.43,13.51,-17.53,0.974765248,-17.53,0.98,0.97,0.97,1.96
FME,FRESEN.MED.CARE KGAA O.N.,43.46,EUR,XETR,-0.32,14847226004.0,USD,19.42,3.32,-41.02,27.82,-0.71,-14.45,-5.69,42.99,45.46,45.36,0.92,0.61,0.82,4.83,6.0,12.67,0.945783607,12.67,1.01,0.95,0.96,1.96
QSP.UN,RESTAURANT BRANDS INTL LTD PTNRSHP,88.48,CAD,TSX,0.0,28822317340.0,USD,23.93,3.8,24.67,-9.78,-0.14,-8.42,-7.1,93.39,95.69,92.74,0.46,0.17,2.14,24.42,10.81,-18.34,0.975932056,-18.34,0.98,0.98,0.92,1.96
PPL,PEMBINA PIPELINE CORPORATION,52.59,CAD,TSX,0.82,21950141131.0,USD,17.74,5.33,50.43,-0.28,1.9,2.49,4.7,50.76,53.22,50.82,0.9,0.64,0.81,10.94,7.73,4.11,0.953643399,4.11,1.0,0.95,0.99,1.96
NSIS_B,NOVONESIS (NOVOZYMES A/S) B,393.6,DKK,OMXCOP,0.92,28196087281.0,USD,80.08,1.48,8.55,-10.65,-0.86,-15.65,-11.25,421.08,424.48,442.58,0.56,0.21,8.46,,,-27.15,0.991985899,-27.15,0.97,0.99,0.93,1.96
JEF,Jefferies Financial Group Inc.,59.15,USD,NYSE,-0.37,12201474878.0,USD,22.42,2.53,254.95,3.3,-12.06,25.11,6.25,58.77,61.95,56.59,1.47,1.68,1.5,5.75,,16.35,0.948632417,16.35,1.02,0.95,0.95,1.96
KMB,Kimberly-Clark Corporation,132.97,USD,NASDAQ,-0.22,44116778727.0,USD,18.33,3.72,-15.48,-7.97,-4.34,-5.08,4.89,131.76,134.13,130.5,0.34,0.01,2.32,196.26,27.44,-17.39,0.982283244,-17.39,0.98,0.98,0.99,1.96
AMH,American Homes 4 Rent,35.23,USD,NYSE,0.4,13067171234.0,USD,31.7,3.19,22.8,-8.92,-0.76,-6.45,-2.41,35.05,36.37,35.64,0.73,0.37,0.59,5.99,,-16.13,0.963756156,-16.13,0.98,0.96,0.97,1.95
DAY,"Dayforce, Inc.",69.0,USD,NYSE,2.37,11018784943.0,USD,227.27,0.0,-8.2,25.48,2.39,21.27,19.96,57.39,63.49,57.16,1.11,1.28,2.72,1.89,5.1,49.13,0.903968201,49.13,1.05,0.9,1.09,1.95
UNP,Union Pacific Corporation,225.3,USD,NYSE,-0.17,133612000000.0,USD,19.57,2.38,17.31,-9.05,-8.7,2.35,-0.65,222.81,231.31,226.77,1.05,0.74,4.05,42.36,15.6,-15.4,0.96325399,-15.4,0.98,0.96,0.97,1.95
EG,"Everest Group, Ltd.",348.06,USD,NYSE,1.32,14598781662.0,USD,18.13,2.33,62.8,-8.21,2.78,3.88,4.92,333.25,350.32,335.33,0.49,0.49,6.34,5.52,4.09,-1.55,0.951270255,-1.55,1.0,0.95,0.99,1.95
PAYX,"Paychex, Inc.",138.41,USD,NASDAQ,-0.34,49861354808.0,USD,30.23,2.97,86.44,9.85,-7.77,-10.73,-3.15,140.89,146.43,144.18,0.91,0.56,2.38,41.8,32.28,-8.65,0.962201408,-8.65,0.99,0.96,0.95,1.95
PANW,"Palo Alto Networks, Inc.",183.32,USD,NASDAQ,-0.6,122361000000.0,USD,114.42,0.0,301.42,0.64,-7.93,-0.16,-8.29,179.86,187.38,190.64,0.94,1.4,6.13,17.45,8.22,-7.45,0.959861809,-7.45,0.99,0.96,0.98,1.95
DOV,Dover Corporation,177.41,USD,NYSE,-0.74,24329025130.0,USD,10.7,1.15,60.8,-1.84,-14.13,0.32,-4.87,179.07,186.19,182.1,1.26,1.24,3.16,16.72,13.38,-15.65,0.961766214,-15.65,0.98,0.96,0.95,1.95
CQP,"Cheniere Energy Partners, LP",54.6,USD,NYSE,1.15,26429026953.0,USD,13.2,6.04,39.11,10.62,-12.35,-4.04,4.02,55.26,58.02,55.27,0.41,0.51,1.3,112.19,18.75,-5.77,0.952371924,-5.77,0.99,0.95,0.94,1.95
TEN,TENARIS,15.54,EUR,MIL,0.68,19197181333.0,USD,9.18,4.91,213.84,23.64,-14.78,7.99,-4.16,15.6,16.77,15.82,1.46,0.73,0.27,12.4,12.73,16.85,0.929776356,16.85,1.02,0.93,0.93,1.95
PPG,"PPG Industries, Inc.",111.57,USD,NYSE,-0.44,25181348591.0,USD,19.78,2.43,-6.37,-9.78,-5.09,2.05,-1.96,109.63,114.22,112.24,1.16,0.94,2.22,16.88,13.26,-12.82,0.95977658,-12.82,0.99,0.96,0.98,1.95
UNM,Unum Group,69.34,USD,NYSE,-0.16,11809518912.0,USD,8.3,2.48,290.65,28.1,-7.36,-11.99,-13.25,71.89,76.52,76.61,0.4,0.87,1.51,13.95,3.53,8.75,0.939523083,8.75,1.01,0.94,0.91,1.95
GLPI,"Gaming and Leisure Properties, Inc.",47.39,USD,NASDAQ,-0.17,13411760309.0,USD,18.2,6.45,27.74,-4.84,-5.2,2.95,1.13,46.33,48.23,46.83,0.72,0.28,0.69,16.52,,-7.09,0.96056827,-7.09,0.99,0.96,0.98,1.95
RED,"REDEIA CORPORACION, S.A.",16.66,EUR,BME,-0.06,10427959969.0,USD,24.43,3.89,2.05,-1.01,-0.72,-10.19,-7.6,16.64,17.33,17.4,0.46,0.3,0.21,10.14,5.9,-11.91,0.960132689,-11.91,0.99,0.96,0.96,1.95
EXE,Expand Energy Corporation,95.45,USD,NASDAQ,1.54,22731004015.0,USD,246.96,2.45,121.98,29.32,-9.84,-16.72,-4.2,98.35,104.33,106.18,0.45,0.48,2.73,1.46,4.07,2.75,0.942639667,2.75,1.0,0.94,0.91,1.95
DVN,Devon Energy Corporation,33.89,USD,NYSE,0.33,21513371199.0,USD,7.59,3.37,221.54,-23.86,-11.4,10.53,4.37,33.25,34.04,33.28,1.11,0.76,0.89,20.6,15.25,-24.72,0.976633479,-24.72,0.98,0.98,1.0,1.95
ROP,"Roper Technologies, Inc.",526.94,USD,NASDAQ,-2.51,56706028121.0,USD,37.03,0.6,21.51,-4.18,-9.05,-6.64,-4.91,540.19,557.32,551.85,1.0,0.58,9.32,8.15,7.39,-19.88,0.969277434,-19.88,0.98,0.97,0.95,1.95
CARL_A,CARLSBERG A A/S,904.0,DKK,OMXCOP,-2.16,16521817905.0,USD,17.6,2.91,-3.0,-13.9,-1.95,-8.87,-3.83,904.29,925.88,932.04,0.55,0.2,23.1,28.62,13.72,-24.73,0.976677015,-24.73,0.98,0.98,0.98,1.95
DHR,Danaher Corporation,203.9,USD,NYSE,-3.55,146003000000.0,USD,43.31,0.56,10.23,-25.04,-3.19,10.6,9.18,203.78,211.23,200.66,0.74,0.91,4.69,6.68,7.07,-17.63,0.9647381,-17.63,0.98,0.96,0.97,1.95
PLD,"Prologis, Inc.",108.39,USD,NYSE,-1.62,103028000000.0,USD,29.53,3.58,5.72,-12.77,-10.64,3.89,0.16,107.11,110.08,107.2,1.22,0.8,2.31,6.5,,-19.52,0.972986851,-19.52,0.98,0.97,0.98,1.95
AMUN,AMUNDI,65.6,EUR,EURONEXT,-0.08,15602533154.0,USD,8.01,6.49,1.86,-0.83,-4.23,-10.44,-9.2,65.62,67.9,67.76,1.13,1.37,0.93,14.33,,-15.51,0.966417339,-15.51,0.98,0.97,0.97,1.95
RTO,RENTOKIL INITIAL ORD GBP0.01,359.4,GBX,LSE,-0.31,12153092071.0,USD,35.47,2.48,-32.62,-25.62,-11.72,2.57,-2.1,364.61,369.54,356.71,0.63,0.93,8.59,5.93,7.92,-34.77,0.986657337,-34.77,0.97,0.99,0.97,1.95
ON,ON Semiconductor Corporation,48.81,USD,NASDAQ,-1.33,19962021454.0,USD,45.54,0.0,131.55,-36.58,-13.3,20.04,-18.36,51.83,52.64,54.24,1.45,1.59,2.19,5.72,9.63,-29.84,0.984489291,-29.84,0.97,0.98,0.93,1.95
ADYEN,ADYEN,1441.4,EUR,EURONEXT,-0.14,52782309104.0,USD,45.45,0.0,4.83,9.95,-20.36,-10.94,-7.23,1476.51,1518.61,1522.51,2.26,1.72,47.83,24.16,,-21.35,0.972282023,-21.35,0.98,0.97,0.95,1.95
MBG,Mercedes-Benz Group AG,54.55,EUR,XETR,0.66,60559295414.0,USD,7.88,7.95,55.94,-11.87,-8.55,3.9,3.31,52.26,53.96,51.36,1.11,1.43,1.1,7.52,3.8,-16.52,0.968395268,-16.52,0.98,0.97,1.01,1.95
UMG,UNIVERSAL MUSIC GROUP N V,24.67,EUR,EURONEXT,-0.2,52619928638.0,USD,17.57,2.11,-2.3,8.01,-12.7,-11.48,-11.26,24.93,25.68,26.13,1.11,1.27,0.44,62.7,21.82,-16.17,0.970940403,-16.17,0.98,0.97,0.96,1.95
KVUE,Kenvue Inc.,21.44,USD,NYSE,-0.88,41144858056.0,USD,29.13,3.79,-16.02,-0.97,-4.11,-9.31,-2.63,21.7,22.39,21.55,0.79,0.16,0.54,13.56,12.74,-14.39,0.969295606,-14.39,0.99,0.97,0.96,1.95
BIIB,Biogen Inc.,139.12,USD,NASDAQ,0.09,20397021533.0,USD,13.31,0.0,-49.86,-32.55,0.81,11.94,12.76,132.35,138.46,130.62,0.13,0.49,3.99,9.13,9.5,-19.8,0.955866655,-19.8,0.98,0.96,1.0,1.94
PRU,"Prudential Financial, Inc.",107.17,USD,NYSE,0.04,37723839355.0,USD,23.71,4.95,59.65,-5.54,-3.62,7.07,4.56,104.35,110.97,104.97,1.04,0.91,1.98,5.57,0.29,-2.09,0.940313145,-2.09,1.0,0.94,0.97,1.94
POOL,Pool Corporation,308.63,USD,NASDAQ,-2.01,11517457122.0,USD,28.48,1.54,-8.07,-11.82,-10.54,3.19,2.34,315.54,327.45,305.6,1.07,0.59,9.37,30.02,20.61,-19.17,0.963632957,-19.17,0.98,0.96,0.94,1.94
SWKS,"Skyworks Solutions, Inc.",74.52,USD,NASDAQ,-0.8,11060821759.0,USD,29.69,3.73,-48.13,-30.49,10.63,9.81,2.49,71.52,75.08,73.05,1.13,1.43,1.98,6.61,8.51,-10.04,0.952669864,-10.04,0.99,0.95,0.99,1.94
OKTA,"Okta, Inc.",89.78,USD,NASDAQ,-1.37,15718091580.0,USD,139.39,0.0,-57.5,-8.84,-6.05,-26.7,-6.72,94.19,96.21,95.78,0.8,0.95,3.09,2.08,0.32,-41.6,0.978960363,-41.6,0.96,0.98,0.93,1.94
RIVN,"Rivian Automotive, Inc.",12.12,USD,NASDAQ,0.41,14706819752.0,USD,,0.0,-88.65,-8.94,-4.64,-22.36,-11.21,12.49,12.84,13.04,1.81,1.14,0.5,-54.42,-27.77,-35.94,0.973120125,-35.94,0.96,0.97,0.94,1.94
CA,CARREFOUR,13.14,EUR,EURONEXT,-0.15,11101555345.0,USD,30.67,7.0,-0.53,-6.58,4.95,-11.84,6.79,12.72,13.36,12.51,0.6,0.29,0.18,3.14,7.39,-13.47,0.951716214,-13.47,0.99,0.95,0.98,1.94
TSN,"Tyson Foods, Inc.",56.97,USD,NYSE,0.69,19869340758.0,USD,25.32,3.52,-9.64,-8.85,-3.83,2.87,6.61,55.29,58.18,55.09,0.57,0.22,1.12,4.31,6.4,-9.81,0.950390263,-9.81,0.99,0.95,0.98,1.94
JKHY,"Jack Henry & Associates, Inc.",163.26,USD,NASDAQ,-0.33,11887937578.0,USD,26.17,1.38,-2.3,0.78,-3.25,-10.21,-8.46,166.54,175.34,173.91,0.74,0.14,3.67,22.94,,-12.69,0.949780043,-12.69,0.99,0.95,0.93,1.94
HEN,HENKEL AG&CO. KGAA,67.15,EUR,XETR,0.22,33811477651.0,USD,13.47,2.99,-10.29,-7.7,-8.83,6.76,5.75,64.27,67.71,62.96,0.55,0.61,0.94,10.3,12.57,-9.77,0.949205564,-9.77,0.99,0.95,0.99,1.94
KRX,Kingspan Group PLC,69.15,EUR,EURONEXT,0.73,14506253872.0,USD,18.76,0.79,3.75,-14.1,-5.92,-8.35,-5.34,70.95,72.9,71.69,1.13,1.0,1.84,16.01,12.52,-28.37,0.973303716,-28.37,0.97,0.97,0.95,1.94
MDB,"MongoDB, Inc.",211.96,USD,NASDAQ,-0.35,17320165631.0,USD,,0.0,-3.21,-17.11,-26.65,14.88,-5.16,223.9,230.1,215.9,1.44,1.73,10.53,-4.0,-6.1,-28.88,0.973044954,-28.88,0.97,0.97,0.92,1.94
EPI_A,EPIROC AB SER. A,197.3,SEK,OMXSTO,0.43,23616095596.0,USD,26.56,1.94,53.58,1.34,-9.87,-6.76,-4.64,197.62,206.12,205.02,1.05,1.26,3.22,23.54,22.34,-15.29,0.95873176,-15.29,0.98,0.96,0.96,1.94
DUOL,"Duolingo, Inc.",345.52,USD,NASDAQ,1.96,15832259983.0,USD,143.59,0.0,144.36,68.14,-17.52,-32.56,-3.36,346.0,373.95,382.61,1.14,0.25,25.15,13.44,9.07,18.06,0.925259879,18.06,1.02,0.93,0.92,1.94
BIP,Brookfield Infrastructure Partners LP Limited Partnership,30.03,USD,NYSE,-0.43,19589241712.0,USD,1547.94,5.54,-0.28,-5.36,-10.09,-6.62,-7.34,30.75,31.89,32.04,0.71,0.31,0.55,1.06,5.65,-22.07,0.963981699,-22.07,0.98,0.96,0.94,1.94
CP,CANADIAN PAC KANS CITY LTD,101.87,CAD,TSX,-1.19,67189988677.0,USD,22.7,0.77,29.86,-5.76,-7.53,-7.45,-4.25,103.41,107.17,107.0,1.05,0.6,2.01,9.29,6.99,-20.75,0.964900132,-20.75,0.98,0.96,0.95,1.94
OXY,Occidental Petroleum Corporation,44.56,USD,NYSE,0.66,43866636982.0,USD,26.18,2.08,239.38,-21.24,-13.98,9.81,3.27,44.17,45.88,44.17,1.23,0.75,1.1,6.98,7.79,-25.41,0.962558759,-25.41,0.97,0.96,0.97,1.94
SU,SCHNEIDER ELECTRIC SE,214.0,EUR,EURONEXT,-0.47,140385000000.0,USD,28.3,1.81,106.86,-5.2,-16.83,-3.41,-8.82,222.43,229.85,223.82,0.97,1.33,5.28,15.76,15.26,-25.44,0.967682768,-25.44,0.97,0.97,0.93,1.94
EFX,"Equifax, Inc.",245.45,USD,NYSE,-1.17,30386068057.0,USD,48.0,0.67,53.88,-17.32,2.08,-5.72,0.28,244.18,254.15,253.26,1.64,1.23,5.64,13.06,11.17,-20.96,0.960763358,-20.96,0.98,0.96,0.97,1.94
REL,RELX PLC ORD GBP0.1444,3566.8,GBX,LSE,-0.92,88241671607.0,USD,34.49,1.74,104.11,0.79,-10.13,-13.26,-8.89,3695.75,3849.47,3832.64,0.67,0.72,64.15,71.4,33.51,-22.61,0.960068152,-22.61,0.98,0.96,0.93,1.94
SBUX,Starbucks Corporation,88.56,USD,NASDAQ,-1.06,100666000000.0,USD,38.3,2.68,13.96,-4.25,-21.86,7.24,-4.72,91.43,94.89,92.65,1.0,1.15,2.5,,16.64,-18.86,0.963552385,-18.86,0.98,0.96,0.93,1.94
CPAY,"Corpay, Inc.",317.66,USD,NYSE,0.39,22431364172.0,USD,21.58,0.0,31.9,10.02,-13.91,-0.69,-4.22,319.36,343.3,326.03,0.96,1.38,8.23,31.43,19.73,-4.59,0.930245984,-4.59,1.0,0.93,0.93,1.93
ZM,"Zoom Communications, Inc.",73.17,USD,NASDAQ,1.4,22137409520.0,USD,21.97,0.0,-75.03,22.73,-13.75,-9.4,-1.93,72.76,78.6,74.97,0.68,0.91,1.6,12.19,9.74,-0.42,0.925676407,-0.42,1.0,0.93,0.93,1.93
AJG,Arthur J. Gallagher & Co.,305.38,USD,NYSE,0.91,78299431388.0,USD,46.03,0.83,194.46,5.94,-5.94,-9.19,-1.11,294.25,312.96,306.76,0.69,0.44,5.72,9.49,,-9.18,0.94021779,-9.18,0.99,0.94,0.98,1.93
BXP,"BXP, Inc.",66.42,USD,NYSE,-0.02,10519301669.0,USD,3354.55,5.9,-20.79,-5.68,-4.95,3.7,-4.29,66.32,70.48,68.45,1.19,1.09,1.62,0.07,,-6.93,0.940964997,-6.93,0.99,0.94,0.94,1.93
GWW,"W.W. Grainger, Inc.",994.07,USD,NYSE,-0.56,47548596219.0,USD,25.08,0.84,182.14,2.73,-2.87,-7.04,-2.73,987.88,1055.99,1020.11,1.17,0.94,20.08,55.3,41.41,-7.19,0.935494338,-7.19,0.99,0.94,0.94,1.93
PGR,Progressive Corporation (The),248.95,USD,NYSE,-1.48,145937000000.0,USD,14.02,1.94,170.6,3.54,-6.73,-10.39,1.18,245.87,261.14,252.1,0.33,0.74,4.43,37.29,19.88,-13.58,0.941506205,-13.58,0.99,0.94,0.95,1.93
HLN,HALEON PLC ORD GBP0.01,364.4,GBX,LSE,-0.38,43986819916.0,USD,21.79,1.79,10.42,-2.28,-5.08,-11.68,1.62,359.53,380.5,366.94,0.39,0.38,5.72,9.35,8.86,-19.04,0.944873319,-19.04,0.98,0.94,0.96,1.93
HRL,Hormel Foods Corporation,28.91,USD,NYSE,0.94,15897452579.0,USD,21.26,4.02,-45.4,-11.05,-0.03,-1.83,-0.28,28.54,30.11,29.55,0.31,0.1,0.51,9.39,8.13,-12.91,0.947872694,-12.91,0.99,0.95,0.96,1.93
IP,International Paper Company,48.03,USD,NYSE,2.17,25358980421.0,USD,,3.94,41.85,0.21,-13.92,1.39,-6.72,49.0,51.93,49.08,1.02,0.94,1.32,-0.2,2.01,-12.32,0.943650832,-12.32,0.99,0.94,0.92,1.93
SGSN,SGS N,83.36,CHF,SIX,0.05,20004131692.0,USD,25.21,3.78,-12.07,-11.32,-13.42,-3.05,-0.17,82.94,86.3,82.79,0.98,0.86,1.34,101.37,23.69,-27.79,0.9609884,-27.79,0.97,0.96,0.97,1.93
RACE,FERRARI,401.2,EUR,MIL,0.2,109866000000.0,USD,45.08,0.74,143.59,-7.13,-17.41,-7.77,-7.77,400.78,417.12,409.04,0.74,1.01,8.23,48.02,29.67,-32.31,0.9608266,-32.31,0.97,0.96,0.96,1.93
FIS,"Fidelity National Information Services, Inc.",69.55,USD,NYSE,-0.3,36331429054.0,USD,260.39,2.18,-51.44,-11.6,-0.53,-10.63,-13.29,74.37,78.35,77.95,1.05,0.38,1.72,1.01,8.47,-22.76,0.949131285,-22.76,0.98,0.95,0.89,1.93
AMCR,Amcor plc,8.65,USD,NYSE,0.93,19941364050.0,USD,23.98,5.92,-22.97,-19.83,-16.83,-3.35,-8.47,9.31,9.63,9.37,0.74,0.52,0.23,6.55,5.99,-40.01,0.96739351,-40.01,0.96,0.97,0.9,1.93
LUND_B,"LUNDBERGFORETAGEN AB, L E SER. B",485.4,SEK,OMXSTO,0.5,12397644000.0,USD,23.48,0.94,12.26,-10.53,-9.27,-3.31,-0.12,483.35,505.78,480.07,1.09,0.77,6.37,4.47,,-23.1,0.955654529,-23.1,0.98,0.96,0.96,1.93
CL,Colgate-Palmolive Company,86.28,USD,NYSE,0.27,69733291811.0,USD,24.25,2.37,9.48,-16.32,-1.91,-6.15,-0.72,85.3,90.44,87.82,0.35,0.11,1.48,705.21,40.37,-24.38,0.943087104,-24.38,0.98,0.94,0.95,1.92
OWL,Blue Owl Capital Inc.,18.56,USD,NYSE,-0.05,28758788238.0,USD,333.81,4.12,72.65,6.06,-20.14,4.62,-7.57,19.46,20.89,19.4,1.16,1.86,0.62,3.68,5.32,-9.46,0.931147748,-9.46,0.99,0.93,0.89,1.92
SW,Smurfit WestRock plc,43.69,USD,NYSE,4.15,22740265624.0,USD,66.09,3.5,50.66,1.75,-18.5,0.0,-2.72,44.71,47.89,44.82,1.11,0.94,1.25,2.91,7.64,-16.76,0.933601341,-16.76,0.98,0.93,0.91,1.92
NOW,"ServiceNow, Inc.",876.97,USD,NYSE,-1.49,182410000000.0,USD,110.38,0.0,93.57,5.21,-9.09,-12.3,-9.01,909.66,973.5,956.85,0.93,1.52,24.37,16.95,13.02,-16.19,0.934419341,-16.19,0.98,0.93,0.9,1.92
